Treatment,Date,Das,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,GreenN,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,HI,LeafNo,LAI,SLAI,ESW,NO3,SLN,WaterSD,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),TPLA,SPLA,irrig_loss,irrig_tot,drain,runoff,BiomassN,sw(11),sw(12),sw(13)
Sorghum_HE1_T1,9/01/1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.907,258.6,0,1,0.274,0.396,0.431,0.376,0.275,0.304,0.335,0.33,0.32,0.33,0,0,,,,,,,,
Sorghum_HE1_T1,10/01/1997,1,1.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.271,258.3,0,1,0.398,0.437,0.474,0.466,0.296,0.304,0.335,0.33,0.32,0.33,0,0,,,,,,,,
Sorghum_HE1_T1,11/01/1997,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.19,258.2,0,1,0.362,0.428,0.472,0.466,0.301,0.304,0.335,0.33,0.32,0.33,0,0,,,,,,,,
Sorghum_HE1_T1,12/01/1997,3,2.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.695,258.3,0,1,0.341,0.421,0.469,0.466,0.305,0.304,0.335,0.33,0.32,0.33,0,0,,,,,,,,
Sorghum_HE1_T1,13/01/1997,4,2.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.72,258.4,0,1,0.325,0.417,0.466,0.465,0.308,0.304,0.335,0.33,0.32,0.33,0,0,,,,,,,,
Sorghum_HE1_T1,14/01/1997,5,2.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.034,258.5,0,1,0.312,0.416,0.463,0.464,0.311,0.304,0.335,0.33,0.32,0.33,0,0,,,,,,,,
Sorghum_HE1_T1,15/01/1997,6,3,20,3,2,1,1,1,0,0,0.04,0.06,0.02,0,0.03,0,0,0,0,0,0,1,0.002,0,114.538,258.4,1.5,1,0.301,0.415,0.461,0.462,0.314,0.304,0.335,0.33,0.32,0.33,2,0,,,,,,,,
Sorghum_HE1_T1,16/01/1997,7,3.109,20.3,3.05,2.03,1.02,1.02,1.01,0,0,0.05,0.07,0.02,0,0.04,0,0,0,0,0,0,1.191,0.002,0,113.174,258.4,1.52,1,0.291,0.414,0.459,0.461,0.315,0.304,0.335,0.33,0.32,0.33,2.149,0,,,,,,,,
Sorghum_HE1_T1,17/01/1997,8,3.182,20.5,3.1,2.05,1.05,1.04,1.01,0,0,0.05,0.07,0.02,0,0.05,0,0,0,0,0,0,1.385,0.002,0,144.841,258,1.542,1,0.401,0.437,0.474,0.466,0.387,0.304,0.335,0.33,0.32,0.33,2.472,0,,,,,,,,
Sorghum_HE1_T1,18/01/1997,9,3.301,20.9,3.16,2.09,1.08,1.08,1.01,0,0,0.06,0.08,0.02,0.01,0.05,0,0,0,0,0,0,1.562,0.004,0,140.573,257.8,1.495,1,0.363,0.428,0.472,0.466,0.391,0.305,0.335,0.33,0.32,0.33,4.102,0,,,,,,,,
Sorghum_HE1_T1,19/01/1997,10,3.404,21.1,3.21,2.11,1.1,1.1,1.01,0,0,0.06,0.08,0.02,0.01,0.05,0,0,0,0,0,0,1.854,0.005,0,138.515,257.7,1.37,1,0.346,0.421,0.469,0.466,0.395,0.305,0.335,0.33,0.32,0.33,5.498,0,,,,,,,,
Sorghum_HE1_T1,20/01/1997,11,3.506,21.8,3.34,2.18,1.16,1.17,1.01,0,0,0.06,0.08,0.02,0.01,0.05,0,0,0,0,0,0,2.104,0.007,0,136.432,257.7,1.39,1,0.33,0.417,0.466,0.465,0.398,0.305,0.335,0.33,0.32,0.33,6.887,0,,,,,,,,
Sorghum_HE1_T1,21/01/1997,12,3.591,22.6,3.5,2.26,1.24,1.25,1.01,0,0,0.06,0.08,0.02,0.01,0.05,0,0,0,0,0,0,2.353,0.008,0,134.671,257.8,1.464,1,0.316,0.416,0.463,0.464,0.401,0.305,0.335,0.33,0.32,0.33,8.045,0,,,,,,,,
Sorghum_HE1_T1,22/01/1997,13,3.702,23.5,3.67,2.35,1.33,1.33,1.01,0,0,0.06,0.08,0.02,0.01,0.05,0,0,0,0,0,0,2.56,0.01,0,149.036,257.5,1.453,1,0.408,0.438,0.473,0.466,0.404,0.306,0.335,0.33,0.32,0.33,9.563,0,,,,,,,,
Sorghum_HE1_T1,23/01/1997,14,3.792,24.8,3.94,2.48,1.46,1.46,1.02,0,0,0.07,0.09,0.02,0.02,0.05,0,0,0,0,0,0,2.832,0.011,0,144.292,257.3,1.581,1,0.365,0.428,0.471,0.466,0.408,0.306,0.335,0.33,0.32,0.33,10.789,0,,,,,,,,
Sorghum_HE1_T1,24/01/1997,15,3.899,26.4,4.26,2.64,1.62,1.61,1.03,0,0,0.07,0.09,0.02,0.02,0.05,0,0,0,0,0,0,3.052,0.013,0,141.652,257.2,1.654,1,0.343,0.421,0.468,0.466,0.412,0.306,0.335,0.33,0.32,0.33,13.007,0,,,,,,,,
Sorghum_HE1_T1,25/01/1997,16,4,28.1,4.59,2.81,1.78,1.77,1.04,0,0,0.07,0.09,0.02,0.03,0.05,0,0,0,0,0,0,3.312,0.016,0,139.589,257.3,1.591,1,0.327,0.417,0.466,0.465,0.415,0.307,0.335,0.33,0.32,0.33,15.956,0,,,,,,,,
Sorghum_HE1_T1,26/01/1997,17,4.067,29.8,4.92,2.98,1.95,1.93,1.05,0,0,0.08,0.1,0.02,0.03,0.05,0,0,0,0,0,0,3.589,0.02,0,137.846,257.4,1.473,1,0.313,0.416,0.462,0.464,0.417,0.307,0.335,0.33,0.32,0.33,19.91,0,,,,,,,,
Sorghum_HE1_T1,27/01/1997,18,4.123,30.8,5.13,3.08,2.05,2.03,1.05,0,0,0.08,0.1,0.02,0.03,0.05,0,0,0,0,0,0,3.891,0.024,0,136.315,257.6,1.385,1,0.302,0.415,0.46,0.462,0.419,0.308,0.335,0.33,0.32,0.33,24.452,0,,,,,,,,
Sorghum_HE1_T1,28/01/1997,19,4.178,33.1,5.59,3.31,2.28,2.24,1.07,0,0,0.09,0.11,0.02,0.04,0.05,0,0,0,0,0,0,4.171,0.03,0,134.907,257.7,1.362,1,0.292,0.414,0.459,0.461,0.42,0.308,0.335,0.33,0.32,0.33,29.906,0,,,,,,,,
Sorghum_HE1_T1,29/01/1997,20,4.236,35.2,6,3.52,2.48,2.43,1.09,0,0,0.1,0.12,0.02,0.05,0.05,0,0,0,0,0,0,4.445,0.037,0,133.616,257.8,1.329,1,0.283,0.413,0.457,0.46,0.421,0.308,0.335,0.33,0.32,0.33,36.927,0,,,,,,,,
Sorghum_HE1_T1,30/01/1997,21,4.302,37.2,6.39,3.72,2.67,2.61,1.11,0,0,0.11,0.13,0.02,0.06,0.05,0,0,0,0,0,0,4.733,0.045,0,152.65,257.5,1.321,1,0.42,0.441,0.467,0.461,0.422,0.309,0.335,0.33,0.32,0.33,44.975,0,,,,,,,,
Sorghum_HE1_T1,31/01/1997,22,4.366,39.9,6.92,3.99,2.93,2.84,1.14,0,0,0.12,0.14,0.02,0.07,0.05,0,0,0,0,0,0,5.06,0.055,0,150.668,257.2,1.306,1,0.401,0.433,0.467,0.462,0.423,0.309,0.335,0.33,0.32,0.33,55.498,0,,,,,,,,
Sorghum_HE1_T1,1/02/1997,23,4.435,45.6,8.06,4.56,3.5,3.34,1.22,0,0,0.14,0.16,0.02,0.09,0.05,0,0,0,0,0,0,5.377,0.072,0,146.143,257,1.307,1,0.361,0.425,0.466,0.463,0.425,0.31,0.335,0.33,0.32,0.33,72.46,0,,,,,,,,
Sorghum_HE1_T1,2/02/1997,24,4.502,52.3,9.39,5.23,4.16,3.91,1.32,0,0,0.17,0.19,0.02,0.12,0.05,0,0,0,0,0,0,5.724,0.093,0,143.446,256.9,1.308,1,0.339,0.419,0.465,0.463,0.427,0.31,0.335,0.33,0.32,0.33,93.287,0,,,,,,,,
Sorghum_HE1_T1,3/02/1997,25,4.567,57.3,10.38,5.73,4.66,4.33,1.4,0,0,0.2,0.21,0.02,0.15,0.05,0,0,0,0,0,0,6.059,0.112,0,141.398,256.8,1.307,1,0.323,0.418,0.462,0.462,0.428,0.311,0.335,0.33,0.32,0.33,112.062,0,,,,,,,,
Sorghum_HE1_T1,4/02/1997,26,4.62,69.2,12.77,6.92,5.84,5.31,1.62,0,0,0.23,0.25,0.02,0.18,0.05,0,0,0,0,0,0,6.378,0.138,0,139.525,256.7,1.319,1,0.31,0.416,0.46,0.461,0.429,0.311,0.335,0.33,0.32,0.33,137.745,0,,,,,,,,
Sorghum_HE1_T1,5/02/1997,27,4.666,86.5,16.21,8.65,7.56,6.7,1.96,0,0,0.27,0.29,0.02,0.22,0.05,0,0,0,0,0,0,6.645,0.164,0,137.655,256.5,1.371,1,0.298,0.415,0.458,0.459,0.429,0.312,0.335,0.33,0.32,0.33,163.593,0,,,,,,,,
Sorghum_HE1_T1,6/02/1997,28,4.718,107.8,20.44,10.78,9.67,8.38,2.4,0,0,0.33,0.34,0.02,0.28,0.05,0,0,0,0,0,0,6.872,0.199,0,135.843,256.2,1.386,1,0.288,0.413,0.455,0.458,0.429,0.312,0.335,0.33,0.32,0.33,198.523,0,,,,,,,,
Sorghum_HE1_T1,7/02/1997,29,4.769,131.5,25.17,13.15,12.02,10.22,2.93,0,0,0.39,0.41,0.02,0.34,0.05,0,0,0,0,0,0,7.132,0.239,0,133.914,255.7,1.411,1,0.279,0.41,0.453,0.456,0.429,0.312,0.335,0.33,0.32,0.33,238.772,0,,,,,,,,
Sorghum_HE1_T1,8/02/1997,30,4.82,150.8,29,15.08,13.92,11.7,3.38,0,0,0.46,0.48,0.03,0.4,0.06,0,0,0,0,0,0,7.384,0.287,0,144.222,255.3,1.393,1,0.386,0.411,0.451,0.455,0.429,0.313,0.335,0.33,0.32,0.33,286.781,0,,,,,,,,
Sorghum_HE1_T1,9/02/1997,31,4.876,187.2,36.25,18.72,17.53,14.44,4.27,0,0,0.55,0.58,0.03,0.49,0.06,0,0,0,0,0,0,7.639,0.349,0,140.766,254.5,1.405,1,0.362,0.409,0.449,0.454,0.428,0.313,0.335,0.33,0.32,0.33,349.424,0,,,,,,,,
Sorghum_HE1_T1,10/02/1997,32,4.932,231,44.98,23.1,21.88,17.69,5.41,0,0,0.67,0.71,0.04,0.6,0.07,0,0,0,0,0,0,7.919,0.423,0,137.535,253.5,1.416,1,0.343,0.407,0.446,0.451,0.427,0.314,0.335,0.33,0.32,0.33,422.974,0,,,,,,,,
Sorghum_HE1_T1,11/02/1997,33,4.989,283.3,55.39,28.33,27.07,21.49,6.84,0,0,0.82,0.87,0.05,0.73,0.09,0,0,0,0,0,0,8.196,0.511,0,134.099,252.2,1.424,1,0.327,0.403,0.443,0.449,0.425,0.314,0.335,0.33,0.32,0.33,510.925,0,,,,,,,,
Sorghum_HE1_T1,12/02/1997,34,5,345.4,67.76,34.54,33.22,25.91,8.62,0,0,1,1.06,0.06,0.88,0.11,0,0,0,0,0,0,8.477,0.622,0,130.494,309.7,1.419,1,0.314,0.399,0.439,0.445,0.423,0.315,0.335,0.33,0.32,0.33,622.402,0,,,,,,,,
Sorghum_HE1_T1,13/02/1997,35,5.075,416.7,77.18,41.67,35.51,30.9,10.13,0.64,0,1.22,1.29,0.07,1.09,0.13,0,0,0,0,0,0,8.779,0.773,0,138.008,307.7,1.405,1,0.395,0.407,0.436,0.443,0.421,0.315,0.335,0.33,0.32,0.33,772.685,0,,,,,,,,
Sorghum_HE1_T1,14/02/1997,36,5.118,486.1,86.34,48.61,37.73,35.64,11.67,1.3,0,1.48,1.55,0.07,1.32,0.15,0.01,0,0,0,0,0,9.123,0.947,0,133.361,305.5,1.397,1,0.365,0.404,0.433,0.44,0.42,0.316,0.335,0.33,0.32,0.33,946.536,0,,,,,,,,
Sorghum_HE1_T1,15/02/1997,37,5.16,533.2,92.52,53.32,39.21,38.78,12.76,1.77,0,1.68,1.75,0.08,1.51,0.16,0.01,0,0,0,0,0,9.461,1.088,0,164.374,302.4,1.393,1,0.424,0.44,0.473,0.466,0.443,0.333,0.335,0.33,0.32,0.33,1087.708,0,,,,,,,,
Sorghum_HE1_T1,16/02/1997,38,5.199,581.4,98.86,58.14,40.72,41.92,13.94,2.28,0,1.89,1.97,0.08,1.71,0.17,0.01,0,0,0,0,0,9.794,1.229,0,186.526,299.3,1.393,1,0.427,0.441,0.474,0.467,0.444,0.407,0.369,0.33,0.32,0.33,1228.979,0,,,,,,,,
Sorghum_HE1_T1,17/02/1997,39,5.241,658.7,109.06,65.87,43.19,46.83,15.92,3.13,0,2.2,2.28,0.08,1.99,0.19,0.01,0,0,0,0,0,10.103,1.45,0,189.074,295.5,1.375,1,0.422,0.44,0.473,0.466,0.443,0.407,0.377,0.337,0.322,0.331,1449.653,0,,,,,,,,
Sorghum_HE1_T1,18/02/1997,40,5.286,751.7,121.34,75.17,46.17,52.59,18.39,4.19,0,2.58,2.67,0.09,2.34,0.22,0.02,0,0,0,0,0,10.432,1.709,0,191.321,290.8,1.372,1,0.422,0.439,0.472,0.465,0.443,0.407,0.377,0.345,0.326,0.332,1709.096,0,,,,,,,,
Sorghum_HE1_T1,19/02/1997,41,5.323,880.9,138.43,88.09,50.34,60.41,21.96,5.72,0,2.93,3.02,0.09,2.65,0.25,0.02,0,0,0,0,0,10.781,1.946,0,187.772,286.7,1.361,1,0.404,0.43,0.469,0.465,0.44,0.406,0.377,0.344,0.328,0.334,1946.074,0,,,,,,,,
Sorghum_HE1_T1,20/02/1997,42,5.358,1035.4,158.88,103.54,55.34,69.51,26.41,7.62,0,3.25,3.35,0.1,2.92,0.3,0.03,0,0,0,0,0,11.075,2.17,0,183.163,283.1,1.346,1,0.384,0.422,0.465,0.463,0.437,0.406,0.377,0.342,0.329,0.336,2169.665,0,,,,,,,,
Sorghum_HE1_T1,21/02/1997,43,5.391,1215.4,182.72,121.54,61.17,79.88,31.75,9.91,0,3.55,3.66,0.11,3.17,0.35,0.03,0,0,0,0,0,11.349,2.383,0,177.946,279.7,1.329,1,0.364,0.415,0.46,0.46,0.433,0.404,0.377,0.34,0.33,0.337,2383.1,0,,,,,,,,
Sorghum_HE1_T1,22/02/1997,44,5.424,1383.1,204.9,138.31,66.58,89.34,36.87,12.1,0,3.84,3.96,0.12,3.4,0.4,0.04,0,0,0,0,0,11.614,2.581,0,171.685,276.7,1.318,1,0.347,0.41,0.454,0.455,0.429,0.402,0.376,0.339,0.329,0.338,2581.04,0,,,,,,,,
Sorghum_HE1_T1,23/02/1997,45,5.461,1590.7,232.37,159.07,73.3,100.81,43.37,14.89,0,4.19,4.31,0.12,3.67,0.47,0.05,0,0,0,0,0,11.866,2.801,0,163.79,273.1,1.309,1,0.326,0.403,0.446,0.449,0.425,0.398,0.374,0.337,0.329,0.338,2801.283,0,,,,,,,,
Sorghum_HE1_T1,24/02/1997,46,5.501,1799.4,259.99,179.94,80.04,112.13,50.06,17.76,0,4.55,4.68,0.13,3.94,0.54,0.06,0,0,0,0,0,12.161,3.017,0,155.161,269.4,1.308,1,0.306,0.394,0.437,0.441,0.419,0.395,0.373,0.336,0.328,0.338,3017.017,0,,,,,,,,
Sorghum_HE1_T1,25/02/1997,47,5.543,1981.8,284.08,198.18,85.9,121.79,56.06,20.33,0,4.93,5.07,0.15,4.25,0.6,0.08,0,0,0,0,0,12.473,3.223,0,148.159,265.5,1.318,1,0.291,0.388,0.43,0.434,0.415,0.393,0.371,0.335,0.327,0.338,3223.267,0,,,,,,,,
Sorghum_HE1_T1,26/02/1997,48,5.589,2125.5,303.02,212.55,90.47,129.23,60.92,22.41,0,5.35,5.51,0.16,4.59,0.66,0.1,0,0,0,0,0,12.804,3.421,0,144.327,261.2,1.341,1,0.281,0.384,0.426,0.432,0.413,0.392,0.371,0.334,0.326,0.337,3421.081,0,,,,,,,,
Sorghum_HE1_T1,27/02/1997,49,5.632,2282.8,323.76,228.28,95.48,137.15,66.38,24.75,0,5.74,5.91,0.17,4.9,0.71,0.13,0,0,0,0,0,13.167,3.578,0,140.209,257.2,1.368,1,0.277,0.38,0.422,0.428,0.41,0.39,0.37,0.333,0.325,0.337,3578.041,0,,,,,,,,
Sorghum_HE1_T1,28/02/1997,50,5.668,2396.3,338.66,239.63,99.03,142.72,70.43,26.49,0,6.06,6.24,0.18,5.14,0.77,0.16,0,0,0,0,0,13.505,3.69,0,145.263,253.8,1.392,1,0.338,0.379,0.421,0.427,0.41,0.39,0.37,0.332,0.324,0.336,3689.89,0,,,,,,,,
Sorghum_HE1_T1,1/03/1997,51,5.701,2626.5,369.08,262.65,106.43,153.71,78.85,30.09,0,6.37,6.56,0.19,5.34,0.84,0.19,0,0,0,0,0,13.786,3.781,0,155.743,250.6,1.413,1,0.423,0.422,0.419,0.424,0.408,0.389,0.369,0.331,0.323,0.335,3780.796,0,,,,,,,,
Sorghum_HE1_T1,2/03/1997,52,5.735,2869,401.12,286.9,114.22,163.42,89.02,34.46,0,6.67,6.87,0.2,5.52,0.94,0.22,0,0,0,0,0,14.052,3.858,0,149.05,247.5,1.429,1,0.406,0.414,0.414,0.418,0.403,0.386,0.368,0.331,0.323,0.334,3858.456,0,,,,,,,,
Sorghum_HE1_T1,3/03/1997,53,5.775,3074.5,428.23,307.45,120.78,172.82,96.83,37.8,0,7.03,7.25,0.22,5.71,1.05,0.27,0,0,0,0,0,14.317,3.936,0,143.495,243.8,1.45,1,0.39,0.407,0.409,0.413,0.4,0.384,0.367,0.331,0.322,0.334,3936.01,0,,,,,,,,
Sorghum_HE1_T1,4/03/1997,54,5.814,3321.4,460.82,332.14,128.68,180.64,108.63,42.86,0,7.38,7.61,0.23,5.87,1.19,0.32,0,0,0,0,0,14.632,3.999,0,136.102,240.3,1.467,1,0.37,0.398,0.403,0.407,0.395,0.381,0.366,0.33,0.322,0.333,3998.571,0,,,,,,,,
Sorghum_HE1_T1,5/03/1997,55,5.856,3560,492.3,356,136.3,187.41,120.6,47.99,0,7.75,8,0.25,6,1.37,0.38,0,0,0,0,0,15.264,4.053,0,129.289,236.6,1.481,1,0.352,0.389,0.397,0.401,0.391,0.379,0.365,0.33,0.321,0.332,4052.663,0,,,,,,,,
Sorghum_HE1_T1,6/03/1997,56,5.891,3670,506.65,367,139.66,191.99,125.09,49.91,0,8.07,8.33,0.27,6.11,1.52,0.44,0,0,0,0,0,15.937,4.09,0,126.967,233.5,1.493,1,0.346,0.386,0.395,0.4,0.39,0.378,0.365,0.33,0.321,0.332,4090.086,0,,,,,,,,
Sorghum_HE1_T1,7/03/1997,57,5.93,3790.4,522.39,379.04,143.35,196.2,130.58,52.27,0,8.29,8.56,0.28,6.18,1.63,0.48,0,0,0,0,0,16.507,4.124,0,126.271,231.4,1.498,1,0.353,0.383,0.394,0.398,0.388,0.377,0.365,0.33,0.321,0.332,4123.75,0,,,,,,,,
Sorghum_HE1_T1,8/03/1997,58,5.964,3911.3,538.18,391.13,147.05,199.25,136.9,54.98,0,8.46,8.75,0.29,6.22,1.72,0.52,0,0,0,0,0,17.132,4.148,0,124.697,229.8,1.501,1,0.35,0.381,0.392,0.397,0.387,0.377,0.365,0.33,0.32,0.331,4148.142,0,,,,,,,,
Sorghum_HE1_T1,9/03/1997,59,5.995,4123.2,566.08,412.32,153.75,201.55,150.13,60.64,0,8.7,9,0.3,6.26,1.87,0.57,0,0,0,0,0,17.685,4.167,0,120.954,227.5,1.502,1,0.337,0.376,0.389,0.394,0.385,0.375,0.364,0.33,0.32,0.331,4166.584,0,,,,,,,,
Sorghum_HE1_T1,10/03/1997,60,6,4334.4,593.85,433.44,160.41,201.86,164.69,66.88,0,8.94,9.25,0.31,6.26,2.04,0.63,0,0,0,0,0,18.074,4.169,0,117.042,225.1,1.502,1,0.325,0.372,0.386,0.391,0.383,0.374,0.363,0.33,0.32,0.331,4169.059,0,,,,,,,,
Sorghum_HE1_T1,11/03/1997,61,6.101,4516.4,617.74,451.64,166.1,201.86,177.43,72.35,0,9.15,9.48,0.32,6.26,2.2,0.69,0,0,0,0,0,18.074,4.169,0,114.687,223,1.502,1,0.319,0.368,0.384,0.389,0.381,0.373,0.363,0.33,0.32,0.331,4169.059,0,,,,,,,,
Sorghum_HE1_T1,12/03/1997,62,6.153,4695.9,641.28,469.59,171.69,201.86,190,77.73,0,9.35,9.69,0.34,6.26,2.34,0.75,0,0,0,0,0,18.074,4.169,0,111.339,221.1,1.502,1,0.309,0.364,0.381,0.386,0.379,0.372,0.363,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,13/03/1997,63,6.207,4888.1,666.5,488.81,177.69,201.86,203.45,83.5,0,9.56,9.91,0.35,6.26,2.49,0.81,0,0,0,0,0,18.074,4.169,0,108.037,219.1,1.502,1,0.302,0.36,0.378,0.383,0.377,0.37,0.362,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,14/03/1997,64,6.259,5127.4,697.97,512.74,185.23,201.86,220.2,90.68,0,9.8,10.16,0.36,6.26,2.66,0.88,0,0,0,0,0,18.074,4.169,0,132.144,216.5,1.502,1,0.421,0.432,0.412,0.38,0.374,0.368,0.361,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,15/03/1997,65,6.314,5370.2,729.89,537.02,192.87,201.86,237.19,97.96,0,10.05,10.43,0.38,6.26,2.83,0.95,0,0,0,0,0,18.074,4.169,0,126.756,213.9,1.502,1,0.407,0.419,0.408,0.376,0.37,0.366,0.36,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,16/03/1997,66,6.376,5612.9,761.79,561.29,200.5,201.86,254.19,105.24,0,10.33,10.73,0.4,6.26,3.03,1.04,0,0,0,0,0,18.074,4.169,0,119.967,211.2,1.502,1,0.387,0.409,0.402,0.371,0.366,0.364,0.36,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,17/03/1997,67,6.437,5835.4,790.98,583.54,207.44,201.86,269.76,111.92,0,10.56,10.97,0.41,6.26,3.19,1.11,0,0,0,0,0,18.074,4.169,0,113.723,209,1.502,1,0.37,0.398,0.395,0.367,0.363,0.362,0.359,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,18/03/1997,68,6.5,6057.9,820.16,605.79,214.37,201.86,285.34,118.59,0,10.77,11.2,0.43,6.26,3.33,1.18,0,0,0,0,0,18.074,4.169,0,107.786,207,1.502,1,0.354,0.389,0.389,0.363,0.359,0.359,0.358,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,19/03/1997,69,6.561,6280.4,849.32,628.04,221.28,201.86,300.91,125.27,0,10.98,11.42,0.44,6.26,3.46,1.25,0,0,0,0,0,18.074,4.169,0,101.453,205,1.502,1,0.337,0.379,0.382,0.358,0.355,0.357,0.357,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,20/03/1997,70,6.623,6513,879.82,651.3,228.51,201.86,317.2,132.24,0,11.21,11.66,0.46,6.26,3.61,1.33,0,0,0,0,0,18.074,4.169,0,94.75,202.9,1.502,1,0.32,0.369,0.375,0.354,0.351,0.355,0.356,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,21/03/1997,71,6.684,6749,910.75,674.9,235.84,201.86,333.72,139.33,0,11.47,11.94,0.47,6.26,3.78,1.43,0,0,0,0,0,18.074,4.169,0,87.159,259.4,1.502,0.972,0.302,0.358,0.367,0.348,0.346,0.351,0.354,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,22/03/1997,72,6.748,6981.7,941.22,698.17,243.05,201.86,350,146.3,0,11.89,12.38,0.49,6.26,4.04,1.59,0,0,0,0,0,18.074,4.169,0,123.859,254.5,1.502,1,0.417,0.429,0.461,0.351,0.343,0.349,0.354,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,23/03/1997,73,6.826,7173.8,966.29,717.38,248.91,201.86,363.45,152.07,0,12.05,12.55,0.5,6.26,4.2,1.59,0,0,0,0,0,18.074,4.169,0,120.344,253,1.502,1,0.406,0.42,0.456,0.351,0.341,0.348,0.353,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,24/03/1997,74,6.899,7345.8,988.66,734.58,254.08,201.86,375.49,157.23,0,12.19,12.7,0.51,6.26,4.33,1.59,0,0,0,0,0,18.074,4.169,0,128.304,250.9,1.502,1,0.427,0.437,0.469,0.361,0.34,0.348,0.353,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,25/03/1997,75,6.966,7588.5,1020.43,758.85,261.58,201.86,392.48,164.51,0,12.39,12.92,0.52,6.26,4.33,1.8,0,0,0,0,0,18.074,4.169,0,125.662,248.4,1.502,1,0.422,0.433,0.461,0.364,0.338,0.346,0.352,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,26/03/1997,76,7,7790.7,1046.8,779.07,267.73,201.86,406.63,170.57,0,12.61,13.14,0.54,6.26,4.55,1.8,0,0,0,0,0,18.074,4.169,0,121.058,246.3,1.502,1,0.409,0.422,0.455,0.363,0.337,0.345,0.352,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,27/03/1997,77,7.224,7982.8,1067.15,798.28,268.87,201.86,425.85,170.57,0,12.77,13.31,0.54,6.26,4.71,1.8,0,0,0,0,0,18.074,4.169,0,117.202,244.9,1.502,1,0.395,0.415,0.449,0.361,0.335,0.344,0.352,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,28/03/1997,78,7.406,8195.2,1089.7,819.52,270.18,201.86,447.08,170.57,0,13,13.54,0.54,6.26,4.94,1.8,0,0,0,0,0,18.074,4.169,0,112.28,242.9,1.502,1,0.381,0.409,0.441,0.359,0.333,0.343,0.351,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,29/03/1997,79,7.574,8393.1,1110.67,839.31,271.36,201.86,466.87,170.57,0,13.24,13.78,0.54,6.26,5.18,1.8,0,0,0,0,0,18.074,4.169,0,107.034,240.6,1.502,1,0.366,0.401,0.433,0.356,0.331,0.342,0.351,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,30/03/1997,80,7.749,8590.9,1131.62,859.09,272.54,201.86,486.65,170.57,0,13.47,14.02,0.55,6.26,5.41,1.8,0,0,0,0,0,18.074,4.169,0,101.993,238.5,1.502,1,0.352,0.394,0.425,0.353,0.329,0.341,0.35,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,31/03/1997,81,7.934,8783,1151.97,878.3,273.66,201.86,505.86,170.57,0,13.71,14.26,0.55,6.26,5.65,1.8,0,0,0,0,0,18.074,4.169,0,96.984,236.4,1.502,1,0.339,0.386,0.417,0.35,0.327,0.339,0.35,0.33,0.32,0.33,4169.059,0,,,,,,,,
Sorghum_HE1_T1,1/04/1997,82,8,8975.2,1172.31,897.52,274.79,201.86,525.08,170.57,0,13.9,14.45,0.55,6.26,5.84,1.8,0,0,2596.229,0,0,18.074,4.169,0,92.632,234.6,1.502,1,0.326,0.38,0.41,0.348,0.326,0.338,0.349,0.33,0.32,0.33,4169.059,0,,,,,,,,
