Treatment,Date,Das,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,GreenN,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,HI,LeafNo,LAI,SLAI,ESW,NO3,SLN,WaterSD,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),TPLA,SPLA,irrig_loss,irrig_tot,drain,runoff,BiomassN,sw(11),sw(12),sw(13)
Sorghum_HE1_T3,12/03/1997,62,5.558,4130.5,653.27,413.05,240.23,116.53,238.59,57.93,0,8.59,9.05,0.46,5.14,3.01,0.44,0,0,0,0,0,16.82,4.249,0,116.95,229.4,1.209,1,0.298,0.364,0.388,0.397,0.388,0.377,0.364,0.33,0.32,0.33,4249.009,0,,,,,,,,
Sorghum_HE1_T3,13/03/1997,63,5.587,4321.5,678.2,432.15,246.05,119.66,249.77,62.72,0,8.84,9.31,0.47,5.25,3.12,0.47,0,0,0,0,0,17.034,4.346,0,113.677,226.9,1.207,1,0.292,0.36,0.385,0.393,0.386,0.376,0.363,0.33,0.32,0.33,4345.784,0,,,,,,,,
Sorghum_HE1_T3,14/03/1997,64,5.614,4564.6,710.04,456.46,253.58,123.57,264.05,68.84,0,9.09,9.57,0.48,5.35,3.23,0.51,0,0,0,0,0,17.26,4.432,0,137.742,224.3,1.206,1,0.421,0.432,0.415,0.389,0.382,0.374,0.363,0.33,0.32,0.33,4432.195,0,,,,,,,,
Sorghum_HE1_T3,15/03/1997,65,5.643,4809.7,742.13,480.97,261.16,127.42,278.51,75.04,0,9.35,9.84,0.49,5.44,3.35,0.55,0,0,0,0,0,17.474,4.518,0,132.327,221.7,1.205,1,0.407,0.42,0.411,0.385,0.379,0.372,0.362,0.33,0.32,0.33,4517.647,0,,,,,,,,
Sorghum_HE1_T3,16/03/1997,66,5.676,5056.4,774.42,505.64,268.78,131.22,293.12,81.3,0,9.64,10.14,0.5,5.55,3.49,0.6,0,0,0,0,0,17.701,4.608,0,125.506,218.8,1.204,1,0.388,0.409,0.404,0.381,0.375,0.369,0.361,0.33,0.32,0.33,4608.321,0,,,,,,,,
Sorghum_HE1_T3,17/03/1997,67,5.709,5284.1,804.17,528.41,275.76,134.65,306.66,87.1,0,9.93,10.44,0.51,5.65,3.64,0.65,0,0,0,0,0,17.961,4.69,0,119.209,216.1,1.204,1,0.372,0.4,0.398,0.376,0.371,0.367,0.36,0.33,0.32,0.33,4689.755,0,,,,,,,,
Sorghum_HE1_T3,18/03/1997,68,5.742,5513.2,834.08,551.32,282.76,138.01,320.34,92.97,0,10.22,10.75,0.53,5.74,3.79,0.7,0,0,0,0,0,18.215,4.766,0,113.208,213.3,1.203,1,0.356,0.39,0.392,0.372,0.367,0.364,0.359,0.33,0.32,0.33,4765.53,0,,,,,,,,
Sorghum_HE1_T3,19/03/1997,69,5.775,5743.5,864.15,574.35,289.8,141.32,334.15,98.88,0,10.51,11.05,0.54,5.82,3.94,0.76,0,0,0,0,0,18.472,4.834,0,106.78,210.5,1.203,1,0.34,0.381,0.385,0.367,0.363,0.362,0.358,0.33,0.32,0.33,4834.483,0,,,,,,,,
Sorghum_HE1_T3,20/03/1997,70,5.807,5985.4,895.74,598.54,297.2,144.7,348.71,105.12,0,10.8,11.35,0.55,5.89,4.1,0.81,0,0,0,0,0,18.728,4.897,0,99.956,207.8,1.203,1,0.324,0.371,0.378,0.361,0.358,0.359,0.357,0.33,0.32,0.33,4897.095,0,,,,,,,,
Sorghum_HE1_T3,21/03/1997,71,5.84,6234.5,928.28,623.45,304.83,148.11,363.77,111.58,0,11.09,11.66,0.56,5.95,4.27,0.87,0,0,0,0,0,19.251,4.947,0,92.127,264.1,1.203,0.983,0.307,0.359,0.369,0.355,0.353,0.356,0.356,0.33,0.32,0.33,4947.268,0,,,,,,,,
Sorghum_HE1_T3,22/03/1997,72,5.874,6478.2,960.08,647.82,312.26,151.29,378.6,117.93,0,11.39,11.97,0.58,6.01,4.44,0.94,0,0,0,0,0,19.771,5.001,0,128.608,260.3,1.203,1,0.417,0.429,0.461,0.363,0.349,0.353,0.355,0.33,0.32,0.33,5000.793,0,,,,,,,,
Sorghum_HE1_T3,23/03/1997,73,5.915,6680.2,986.32,668.02,318.3,153.8,390.98,123.24,0,11.75,12.35,0.6,6.09,4.65,1.02,0,0,0,0,0,20.312,5.059,0,124.965,256.7,1.203,1,0.407,0.42,0.456,0.363,0.347,0.352,0.354,0.33,0.32,0.33,5059.388,0,,,,,,,,
Sorghum_HE1_T3,24/03/1997,74,5.954,6861.6,1009.81,686.16,323.65,155.95,402.17,128.04,0,12.1,12.71,0.61,6.15,4.85,1.09,0,0,0,0,0,20.975,5.108,0,132.874,252.5,1.204,1,0.428,0.437,0.468,0.373,0.346,0.351,0.354,0.33,0.32,0.33,5108.072,0,,,,,,,,
Sorghum_HE1_T3,25/03/1997,75,5.99,7118.5,1043.33,711.85,331.48,158.83,418.14,134.88,0,12.41,13.04,0.63,6.2,5.04,1.17,0,0,0,0,0,21.597,5.148,0,130.15,248.8,1.204,1,0.423,0.433,0.461,0.375,0.344,0.35,0.353,0.33,0.32,0.33,5147.922,0,,,,,,,,
Sorghum_HE1_T3,26/03/1997,76,6,7335.9,1071.58,733.59,337.99,160.17,432.42,141,0,12.62,13.26,0.64,6.21,5.18,1.22,0,0,0,0,0,22.161,5.159,0,125.278,246.8,1.204,1,0.409,0.422,0.455,0.373,0.342,0.349,0.353,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,27/03/1997,77,6.081,7539.8,1098.03,753.98,344.05,160.17,446.69,147.12,0,12.88,13.54,0.65,6.21,5.37,1.3,0,0,0,0,0,22.161,5.159,0,121.356,244.3,1.204,1,0.397,0.415,0.449,0.371,0.341,0.348,0.352,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,28/03/1997,78,6.136,7765.3,1127.32,776.53,350.8,160.17,462.47,153.88,0,13.14,13.81,0.67,6.21,5.55,1.38,0,0,0,0,0,22.161,5.159,0,116.319,241.8,1.204,1,0.383,0.409,0.441,0.368,0.339,0.347,0.352,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,29/03/1997,79,6.184,7978.2,1154.94,797.82,357.12,160.17,477.38,160.27,0,13.36,14.04,0.68,6.21,5.7,1.45,0,0,0,0,0,22.161,5.159,0,110.874,239.7,1.204,1,0.369,0.401,0.432,0.365,0.337,0.345,0.351,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,30/03/1997,80,6.235,8191,1182.53,819.1,363.43,160.17,492.27,166.65,0,13.59,14.29,0.7,6.21,5.85,1.53,0,0,0,0,0,22.161,5.159,0,105.642,237.4,1.204,1,0.355,0.394,0.424,0.362,0.334,0.344,0.351,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,31/03/1997,81,6.291,8394.9,1208.93,839.49,369.43,160.17,506.55,172.77,0,13.85,14.57,0.72,6.21,6.02,1.62,0,0,0,0,0,22.161,5.159,0,100.497,234.9,1.204,1,0.343,0.386,0.416,0.358,0.332,0.342,0.35,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,1/04/1997,82,6.346,8598.9,1235.32,859.89,375.43,160.17,520.83,178.89,0,14.1,14.83,0.73,6.21,6.18,1.71,0,0,0,0,0,22.161,5.159,0,96.046,232.5,1.204,1,0.331,0.379,0.409,0.355,0.33,0.341,0.35,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,2/04/1997,83,6.394,8812.8,1263.01,881.28,381.73,160.17,535.8,185.31,0,14.32,15.07,0.75,6.21,6.31,1.79,0,0,0,0,0,22.161,5.159,0,98.305,230.4,1.204,1,0.389,0.374,0.402,0.352,0.328,0.34,0.349,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,3/04/1997,84,6.448,9006,1287.95,900.6,387.35,160.17,549.33,191.1,0,14.56,15.33,0.77,6.21,6.46,1.89,0,0,0,0,0,22.161,5.159,0,93.059,228,1.204,1,0.372,0.369,0.395,0.348,0.326,0.338,0.349,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,4/04/1997,85,6.507,9220.7,1315.73,922.07,393.66,160.17,564.36,197.54,0,14.82,15.61,0.79,6.21,6.61,2,0,0,0,0,0,22.161,5.159,0,88.864,225.4,1.204,1,0.37,0.362,0.387,0.344,0.323,0.337,0.348,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,5/04/1997,86,6.561,9424.7,1342.07,942.47,399.6,160.17,578.63,203.66,0,15.08,15.88,0.8,6.21,6.73,2.14,0,0,0,0,0,22.161,5.159,0,83.272,223,1.204,1,0.353,0.355,0.379,0.34,0.321,0.335,0.347,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,6/04/1997,87,6.617,9628.6,1368.4,962.86,405.53,160.17,592.91,209.78,0,15.32,16.13,0.81,6.21,6.96,2.14,0,0,0,0,0,22.161,5.159,0,78.032,220.8,1.204,1,0.337,0.348,0.373,0.337,0.318,0.334,0.347,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,7/04/1997,88,6.661,9817.7,1392.73,981.77,410.96,160.17,606.14,215.45,0,15.56,16.38,0.82,6.21,6.96,2.39,0,0,0,0,0,22.161,5.159,0,72.563,218.4,1.204,1,0.322,0.341,0.365,0.333,0.316,0.332,0.346,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,8/04/1997,89,6.705,10025.7,1419.58,1002.57,417,160.17,620.71,221.69,0,15.81,16.64,0.83,6.21,7.21,2.39,0,0,0,0,0,22.161,5.159,0,67.026,216.1,1.204,1,0.306,0.333,0.358,0.329,0.313,0.331,0.346,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,9/04/1997,90,6.742,10202.4,1442.24,1020.24,422,160.17,633.07,226.99,0,15.91,16.75,0.84,6.21,7.31,2.39,0,0,0,0,0,22.161,5.159,0,64.078,215.2,1.204,1,0.295,0.33,0.355,0.327,0.312,0.33,0.345,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,10/04/1997,91,6.778,10362.4,1462.68,1036.24,426.44,160.17,644.28,231.79,0,16.06,16.91,0.85,6.21,7.46,2.39,0,0,0,0,0,22.161,5.159,0,60.39,213.8,1.204,1,0.284,0.325,0.35,0.325,0.31,0.329,0.345,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,11/04/1997,92,6.817,10533.4,1484.57,1053.34,431.23,160.17,656.24,236.92,0,16.21,17.08,0.86,6.21,7.61,2.39,0,0,0,0,0,22.161,5.159,0,83.441,212.1,1.204,1,0.424,0.422,0.35,0.323,0.309,0.328,0.345,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,12/04/1997,93,6.856,10688.1,1504.28,1068.81,435.47,160.17,667.07,241.56,0,16.37,17.24,0.87,6.21,7.61,2.54,0,0,0,0,0,22.161,5.159,0,79.846,210.7,1.204,1,0.409,0.413,0.348,0.321,0.308,0.327,0.344,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,13/04/1997,94,6.901,10872.1,1527.88,1087.21,440.67,160.17,679.95,247.08,0,16.49,17.37,0.88,6.21,7.74,2.54,0,0,0,0,0,22.161,5.159,0,76.544,209.5,1.204,1,0.396,0.405,0.346,0.319,0.307,0.327,0.344,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,14/04/1997,95,6.945,11044,1549.86,1104.4,445.46,160.17,691.98,252.24,0,16.61,17.5,0.89,6.21,7.86,2.54,0,0,0,0,0,22.161,5.159,0,73.368,208.3,1.204,1,0.383,0.397,0.344,0.318,0.306,0.326,0.344,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,15/04/1997,96,6.979,11186.5,1567.92,1118.65,449.27,160.17,701.96,256.52,0,16.74,17.64,0.9,6.21,7.86,2.67,0,0,0,0,0,22.161,5.159,0,70.034,207.1,1.204,1,0.37,0.389,0.341,0.316,0.305,0.325,0.343,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,16/04/1997,97,7,11306.5,1582.99,1130.65,452.34,160.17,710.36,260.12,0,16.87,17.78,0.9,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,66.705,205.9,1.204,1,0.358,0.381,0.339,0.315,0.304,0.325,0.343,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,17/04/1997,98,7.204,11486.6,1601.66,1148.66,453,160.17,728.37,260.12,0,16.87,17.77,0.9,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,63.342,206.1,1.204,1,0.345,0.373,0.336,0.313,0.303,0.324,0.343,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,18/04/1997,99,7.35,11649,1618.4,1164.9,453.5,160.17,744.61,260.12,0,16.87,17.77,0.9,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,101.289,206,1.204,1,0.426,0.434,0.455,0.314,0.302,0.324,0.343,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,19/04/1997,100,7.497,11803.7,1634.31,1180.37,453.94,160.17,760.08,260.12,0,16.87,17.77,0.9,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,96.797,206.2,1.204,1,0.41,0.422,0.449,0.313,0.301,0.323,0.342,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,20/04/1997,101,7.645,11943.4,1648.59,1194.34,454.25,160.17,774.05,260.12,0,16.87,17.77,0.9,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,93.491,206.4,1.204,1,0.399,0.415,0.444,0.313,0.3,0.322,0.342,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,21/04/1997,102,7.809,12080.9,1662.62,1208.09,454.54,160.17,787.8,260.12,0,16.87,17.77,0.9,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,90.999,206.6,1.204,1,0.391,0.411,0.438,0.313,0.3,0.322,0.342,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,22/04/1997,103,7.973,12257.6,1680.93,1225.76,455.17,160.17,805.47,260.12,0,16.87,17.77,0.89,6.21,7.99,2.67,0,0,0,0,0,22.161,5.159,0,87.856,206.8,1.204,1,0.387,0.405,0.43,0.312,0.299,0.322,0.342,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,23/04/1997,104,8,12427.8,1698.52,1242.78,455.74,160.17,822.49,260.12,0,16.87,17.76,0.89,6.21,7.99,2.67,0,0,1743.842,0,0,22.161,5.159,0,85.418,207,1.204,1,0.392,0.398,0.422,0.311,0.298,0.321,0.342,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,24/04/1997,105,8.034,12587.4,1713.57,1258.74,454.83,160.17,836.56,260.12,1.89,16.87,17.76,0.89,6.21,7.99,2.65,0.02,1.111,3847.861,1.085,0.002,22.161,5.159,0,82.09,207.2,1.204,1,0.379,0.393,0.416,0.31,0.297,0.32,0.341,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,25/04/1997,106,8.051,12722.5,1726.16,1272.25,453.92,160.17,846.41,260.12,5.54,16.87,17.76,0.89,6.21,7.99,2.61,0.06,1.111,5689.969,1.441,0.004,22.161,5.159,0,78.514,207.4,1.204,1,0.367,0.387,0.41,0.309,0.296,0.32,0.341,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,26/04/1997,107,8.066,12828.2,1735.82,1282.82,453.01,160.17,851.84,260.12,10.69,16.87,17.76,0.89,6.21,7.99,2.55,0.12,1.111,7444.773,1.879,0.008,22.161,5.159,0,76.013,207.6,1.204,1,0.358,0.383,0.406,0.309,0.296,0.32,0.341,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,27/04/1997,108,8.086,12976.6,1749.76,1297.66,452.1,160.17,858.3,260.12,19.07,16.87,17.76,0.88,6.21,7.99,2.46,0.21,1.111,9627.365,2.561,0.015,22.161,5.159,0,73.861,207.8,1.204,1,0.349,0.379,0.402,0.308,0.295,0.319,0.341,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,28/04/1997,109,8.104,13122.7,1763.46,1312.27,451.2,160.17,863.42,260.12,28.56,16.87,17.76,0.88,6.21,7.96,2.38,0.32,1.138,11679.002,2.966,0.022,22.161,5.159,0,71.355,207.9,1.204,1,0.34,0.375,0.398,0.308,0.295,0.319,0.341,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,29/04/1997,110,8.122,13269.5,1777.25,1326.95,450.3,160.17,867.8,260.12,38.87,16.87,17.75,0.88,6.21,7.9,2.3,0.46,1.191,13739.369,3.328,0.029,22.161,5.159,0,68.391,208.1,1.204,1,0.33,0.37,0.393,0.307,0.294,0.319,0.341,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,30/04/1997,111,8.14,13409.4,1790.34,1340.94,449.39,160.17,871.18,260.12,49.47,16.87,17.75,0.88,6.21,7.82,2.23,0.62,1.251,15721.162,3.601,0.037,22.161,5.159,0,65.229,208.3,1.204,1,0.32,0.364,0.387,0.306,0.293,0.318,0.34,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,1/05/1997,112,8.157,13534.6,1801.95,1353.46,448.5,160.17,873.19,260.12,59.98,16.87,17.75,0.88,6.21,7.71,2.16,0.79,1.317,17460.737,3.815,0.044,22.161,5.159,0,62.937,208.5,1.204,1,0.313,0.359,0.383,0.305,0.293,0.318,0.34,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,2/05/1997,113,8.176,13659.3,1813.53,1365.93,447.6,160.17,873.9,260.12,71.74,16.87,17.75,0.88,6.21,7.57,2.09,1,1.396,17460.737,4.109,0.053,22.161,5.159,0,60.801,208.6,1.204,1,0.306,0.355,0.38,0.305,0.292,0.318,0.34,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,3/05/1997,114,8.194,13808.5,1827.55,1380.85,446.7,160.17,876.16,260.12,84.4,16.87,17.75,0.87,6.21,7.43,2.02,1.21,1.434,17460.737,4.834,0.061,22.161,5.159,0,87.101,208.6,1.204,1,0.429,0.435,0.411,0.305,0.292,0.317,0.34,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,4/05/1997,115,8.214,13933.8,1839.19,1393.38,445.81,160.17,876.46,260.12,96.63,16.87,17.74,0.87,6.21,7.28,1.94,1.44,1.485,17460.737,5.534,0.069,22.161,5.159,0,85.016,208.7,1.204,1,0.417,0.428,0.411,0.304,0.292,0.317,0.34,0.33,0.32,0.33,5158.636,0,,,,,,,,
Sorghum_HE1_T3,5/05/1997,116,8.235,14052.2,1849.91,1405.22,444.92,159.95,876.21,260.12,108.72,16.87,17.74,0.87,6.2,7.13,1.87,1.66,1.531,17460.737,6.227,0.077,22.161,5.151,0.007,83.393,208.8,1.204,1,0.413,0.421,0.409,0.304,0.291,0.317,0.34,0.33,0.32,0.33,5158.636,7.276,,,,,,,,
Sorghum_HE1_T3,6/05/1997,117,8.255,14110,1853.89,1411,444.03,159.03,872.48,260.12,118.24,16.87,17.71,0.87,6.18,6.97,1.8,1.89,1.599,17460.737,6.772,0.084,22.161,5.122,0.037,82.777,209,1.206,1,0.41,0.418,0.408,0.305,0.291,0.317,0.34,0.33,0.32,0.33,5158.636,36.731,,,,,,,,
Sorghum_HE1_T3,7/05/1997,118,8.275,14231.5,1864.17,1423.15,443.14,158.05,872.72,260.12,130.15,16.87,17.68,0.87,6.15,6.81,1.74,2.11,1.621,17460.737,7.454,0.091,22.161,5.09,0.068,82.851,209.1,1.208,1,0.419,0.417,0.406,0.304,0.291,0.317,0.34,0.33,0.32,0.33,5158.636,68.432,,,,,,,,
Sorghum_HE1_T3,8/05/1997,119,8.294,14333.6,1872.27,1433.36,442.25,156.82,871.83,260.12,141.25,16.87,17.64,0.87,6.11,6.65,1.68,2.33,1.649,17460.737,8.089,0.099,22.161,5.051,0.108,81.04,209.3,1.21,1,0.412,0.413,0.403,0.304,0.291,0.316,0.34,0.33,0.32,0.33,5158.636,107.845,,,,,,,,
Sorghum_HE1_T3,9/05/1997,120,8.311,14396.9,1876.02,1439.69,441.37,155.14,869.45,260.12,149.95,16.87,17.59,0.86,6.06,6.5,1.63,2.52,1.682,17460.737,8.588,0.104,22.161,4.996,0.162,95.565,209.3,1.214,1,0.437,0.441,0.448,0.305,0.291,0.316,0.34,0.33,0.32,0.33,5158.636,162.162,,,,,,,,
Sorghum_HE1_T3,10/05/1997,121,8.324,14489.5,1884.4,1448.95,440.49,155.14,870.33,260.12,158.33,16.87,17.59,0.86,6.06,6.39,1.61,2.67,1.685,17460.737,9.068,0.109,22.161,4.996,0.162,98.094,209.2,1.214,1,0.431,0.439,0.462,0.308,0.291,0.316,0.339,0.33,0.32,0.33,5158.636,162.162,,,,,,,,
Sorghum_HE1_T3,11/05/1997,122,8.334,14543.5,1888.92,1454.35,439.61,155.14,870.19,260.12,163.87,16.87,17.59,0.86,6.06,6.31,1.59,2.77,1.693,17460.737,9.385,0.113,22.161,4.996,0.162,96.849,209.2,1.212,1,0.42,0.434,0.461,0.311,0.291,0.316,0.339,0.33,0.32,0.33,5158.636,162.162,,,,,,,,
Sorghum_HE1_T3,12/05/1997,123,8.347,14626.6,1896.35,1462.66,438.73,155.14,870.45,260.12,171.92,16.87,17.58,0.86,6.05,6.19,1.56,2.92,1.699,17460.737,9.846,0.118,22.161,4.996,0.162,95.509,209.2,1.211,1,0.415,0.427,0.459,0.312,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,162.162,,,,,,,,
Sorghum_HE1_T3,13/05/1997,124,8.36,14709.7,1903.78,1470.97,437.85,155.14,870.7,260.12,179.98,16.87,17.58,0.86,6.05,6.08,1.53,3.07,1.705,17460.737,10.307,0.122,22.161,4.996,0.162,93.77,209.3,1.211,1,0.408,0.421,0.457,0.313,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,162.162,,,,,,,,
Sorghum_HE1_T3,14/05/1997,125,8.374,14798.1,1911.75,1479.81,436.97,155.14,871.06,260.12,188.47,16.87,17.58,0.86,6.03,5.97,1.51,3.22,1.71,17460.737,10.794,0.127,22.161,4.996,0.162,92.266,209.4,1.207,1,0.401,0.418,0.454,0.313,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,162.162,,,,,,,,
Sorghum_HE1_T3,15/05/1997,126,8.388,14877.2,1917.39,1487.72,436.1,153.75,870.74,260.12,196.69,16.87,17.54,0.85,5.98,5.84,1.48,3.38,1.719,17460.737,11.265,0.132,22.161,4.952,0.207,90.916,209.5,1.208,1,0.397,0.417,0.45,0.314,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,206.872,,,,,,,,
Sorghum_HE1_T3,16/05/1997,127,8.404,14935.4,1921.31,1493.54,435.23,152.72,868.42,260.12,204.82,16.87,17.51,0.85,5.95,5.7,1.44,3.56,1.739,17460.737,11.731,0.137,22.161,4.919,0.24,89.794,209.7,1.21,1,0.393,0.415,0.447,0.314,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,239.92,,,,,,,,
Sorghum_HE1_T3,17/05/1997,128,8.421,14975,1922.74,1497.5,434.36,151.06,864.58,260.12,212.63,16.87,17.46,0.85,5.9,5.54,1.4,3.76,1.767,17460.737,12.178,0.142,22.161,4.865,0.294,90.397,209.8,1.213,1,0.402,0.416,0.444,0.315,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,293.55,,,,,,,,
Sorghum_HE1_T3,18/05/1997,129,8.44,15052.1,1927.93,1505.21,433.49,149.4,862.56,260.12,222.36,16.87,17.41,0.85,5.85,5.38,1.36,3.97,1.783,17460.737,12.735,0.148,22.161,4.812,0.347,97.595,209.8,1.216,1,0.435,0.439,0.451,0.316,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,346.834,,,,,,,,
Sorghum_HE1_T3,19/05/1997,130,8.453,15105.5,1931.09,1510.55,432.62,148.09,861.13,260.12,229.14,16.87,17.36,0.85,5.77,5.29,1.35,4.11,1.794,17460.737,13.123,0.152,22.161,4.769,0.389,96.702,209.8,1.209,1,0.425,0.436,0.453,0.316,0.29,0.316,0.339,0.33,0.32,0.33,5158.636,389.212,,,,,,,,
Sorghum_HE1_T3,20/05/1997,131,8.464,15152.1,1933.29,1515.21,431.76,146.49,859.7,260.12,235.22,16.87,17.31,0.85,5.67,5.23,1.33,4.24,1.803,17460.737,13.471,0.155,22.161,4.718,0.441,96.337,209.9,1.201,1,0.422,0.432,0.454,0.317,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,440.617,,,,,,,,
Sorghum_HE1_T3,21/05/1997,132,8.474,15206.5,1937.86,1520.65,430.89,146.49,859.38,260.12,240.97,16.87,17.31,0.84,5.65,5.15,1.31,4.35,1.807,17460.737,13.801,0.158,22.161,4.718,0.441,94.964,209.9,1.198,1,0.415,0.426,0.453,0.318,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,440.617,,,,,,,,
Sorghum_HE1_T3,22/05/1997,133,8.487,15260.9,1940.71,1526.09,430.03,144.76,858.24,260.12,247.56,16.87,17.26,0.84,5.56,5.08,1.29,4.49,1.814,17460.737,14.178,0.162,22.161,4.662,0.496,94.125,210,1.192,1,0.412,0.422,0.452,0.318,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,496.249,,,,,,,,
Sorghum_HE1_T3,23/05/1997,134,8.499,15302.9,1942.1,1530.29,429.17,142.81,856.51,260.12,253.49,16.87,17.2,0.84,5.46,5,1.28,4.62,1.824,17460.737,14.518,0.166,22.161,4.6,0.559,93.498,210.1,1.187,1,0.41,0.42,0.451,0.319,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,559.088,,,,,,,,
Sorghum_HE1_T3,24/05/1997,135,8.511,15329,1941.24,1532.9,428.31,140.2,853.47,260.12,259.13,16.87,17.12,0.84,5.32,4.93,1.26,4.77,1.84,17460.737,14.841,0.169,22.161,4.516,0.643,93.13,210.2,1.178,1,0.408,0.42,0.449,0.32,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,643.109,,,,,,,,
Sorghum_HE1_T3,25/05/1997,136,8.525,15379.9,1942.84,1537.99,427.46,137.57,851.62,260.12,266.08,16.87,17.04,0.84,5.19,4.86,1.24,4.92,1.85,17460.737,15.239,0.173,22.161,4.431,0.728,92.626,210.3,1.171,1,0.406,0.419,0.447,0.321,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,727.921,,,,,,,,
Sorghum_HE1_T3,26/05/1997,137,8.536,15442.1,1948.21,1544.21,426.6,137.57,851.38,260.12,272.54,16.87,17.04,0.84,5.16,4.78,1.22,5.05,1.851,17460.737,15.609,0.176,22.161,4.431,0.728,91.075,210.4,1.165,1,0.4,0.418,0.443,0.321,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,727.921,,,,,,,,
Sorghum_HE1_T3,27/05/1997,138,8.546,15500.9,1953.24,1550.09,425.75,137.57,851.24,260.12,278.56,16.87,17.04,0.83,5.14,4.71,1.21,5.16,1.853,17460.737,15.953,0.18,22.161,4.431,0.728,89.532,210.5,1.159,1,0.393,0.415,0.44,0.321,0.29,0.315,0.339,0.33,0.32,0.33,5158.636,727.921,,,,,,,,
